,elastic_net,linear_regression
cumulative_cement_co2,0.01674405051935463,1.9054125052020623
cumulative_coal_co2,0.07271156858398747,1.6585646985485698
cumulative_gas_co2,0.009952621653436826,-1.6657320094806771
cumulative_luc_co2,0.011857836907571489,-0.5615077114437936
cumulative_oil_co2,0.01319501822557958,0.15344795519240945
population,0.030344324207344644,-1.3103517036186445
