Feature,Importance
population,0.26631325563499064
cumulative_luc_co2,0.19285634644663247
cumulative_gas_co2,0.18118590959353842
cumulative_oil_co2,0.16352507923341614
cumulative_coal_co2,0.12244266432629736
cumulative_cement_co2,0.07367674476512501
