,Model,Scope,Features,R2 train,R2 test,MAE train,MAE test,MSE train,MSE test,RMSE train,RMSE test
0,SARIMA,Global,CO2,0.8056318338012174,0.25769002261013163,0.0873953048217138,0.1090670127858124,0.010979500017152267,0.017554873506109785,0.10478310940772977,0.13249480558161436
