Model,Scope,Features,R2 train,R2 test,MAE train,MAE test,MSE train,MSE test,RMSE train,RMSE test,Best Parameters
LSTM,Global,all,0.7241202750045079,-3.983827900218869,0.10138186389334838,0.2881984584981745,0.015909696460776397,0.09844913592647223,0.12613364523701198,0.3137660528586103,"{'units': 209, 'activation': 'sigmoid', 'batch_size': 1}"
